"feat","avg(empathy.empathy)","avg(empathy.distress)","avg(empathy.empathy_bin)","avg(empathy.distress_bin)"
"surgery","2.9582500","3.5625000","0.2500","0.5000"
"surive","4.1670000","4.3750000","1.0000","1.0000"
"surly","1.8330000","2.6250000","0.0000","0.0000"
"surpise","2.0000000","4.1250000","0.0000","1.0000"
"surpring","2.0000000","4.1250000","0.0000","1.0000"
"surprise","3.2360833","3.4479167","0.5000","0.5000"
"surprised","2.0834000","2.8437500","0.1500","0.3500"
"surprising","3.1538462","3.3750000","0.4615","0.4615"
"surprisingly","4.6670000","1.8750000","1.0000","0.0000"
"surrendered","4.6670000","5.6250000","1.0000","1.0000"
"surroudned","5.5000000","4.0000000","1.0000","1.0000"
"surround","6.0000000","6.0000000","1.0000","1.0000"
"surrounded","6.1665000","6.2500000","1.0000","1.0000"
"surrounding","3.8750000","4.7968750","0.6250","0.7500"
"surroundings","3.3330000","2.0000000","0.0000","0.0000"
"survey","4.1666000","3.3750000","0.6000","0.4000"
"survival","4.9445000","4.7916667","0.8333","0.6667"
"survive","3.8860526","3.5592105","0.4737","0.4211"
"survived","4.1778000","3.3750000","0.6667","0.4000"
"surviving","5.4165000","3.9375000","1.0000","0.5000"
"survivor","4.3335000","3.9375000","0.5000","0.5000"
"survivors","4.7917500","5.1562500","0.7500","1.0000"
"susan","2.0000000","2.0000000","0.0000","0.0000"
"susceptible","3.1666667","2.2916667","0.6667","0.0000"
"suspect","3.4499000","3.3375000","0.3000","0.4000"
"suspected","4.3331667","4.6458333","0.6667","0.6667"
"suspecting","4.0000000","1.5000000","1.0000","0.0000"
"suspects","2.8335000","3.3125000","0.5000","0.5000"
"suspend","1.0000000","2.2500000","0.0000","0.0000"
"suspenseful","4.5000000","4.7500000","1.0000","1.0000"
"suspicion","3.6110000","4.2083333","0.6667","0.6667"
"suspicions","5.5000000","5.3750000","1.0000","1.0000"
"suspicious","2.6111667","2.9791667","0.1667","0.3333"
"sustain","4.0835000","4.5625000","0.5000","0.5000"
"sustainability","4.1670000","5.5000000","1.0000","1.0000"
"sustainable","6.0000000","7.0000000","1.0000","1.0000"
"swallow","4.0000000","4.0000000","1.0000","1.0000"
"swam","5.3330000","5.5000000","1.0000","1.0000"
"swamp","3.6670000","6.6250000","0.0000","1.0000"
"swarming","3.3330000","3.7500000","0.0000","0.0000"
"swastikas","4.6670000","5.8750000","1.0000","1.0000"
"swath","4.3330000","4.8750000","1.0000","1.0000"
"swatting","4.5000000","5.6250000","1.0000","1.0000"
"sway","1.6670000","1.6250000","0.0000","0.0000"
"swear","1.5000000","1.0000000","0.0000","0.0000"
"sweatshops","5.5000000","5.6250000","1.0000","1.0000"
"sweden","3.3330000","2.5000000","0.0000","0.0000"
"swedish","2.5000000","1.0000000","0.0000","0.0000"
"sweeps","6.3330000","5.8750000","1.0000","1.0000"
"sweet","1.9443333","5.0416667","0.0000","0.6667"
"sweetest","6.5000000","6.2500000","1.0000","1.0000"
"swept","3.9165000","3.8750000","0.5000","0.5000"
"swim","3.2780000","3.8750000","0.3333","0.6667"
"swimmer","1.6670000","1.5000000","0.0000","0.0000"
"swimming","4.1666667","3.2083333","0.6667","0.6667"
"swiss","3.8330000","5.1250000","0.0000","1.0000"
"switch","2.0000000","1.7500000","0.0000","0.0000"
"switched","5.6670000","4.8750000","1.0000","1.0000"
"switching","6.3330000","4.5000000","1.0000","1.0000"
"symbol","5.9165000","5.6875000","1.0000","1.0000"
"symbolize","5.3330000","1.0000000","1.0000","0.0000"
"symbols","3.1670000","3.6250000","0.0000","0.0000"
"sympathetic","2.1190000","2.5357143","0.1429","0.1429"
"sympathize","6.0832500","3.5000000","1.0000","0.2500"
"sympathized","5.3330000","1.2500000","1.0000","0.0000"
"sympathizer","4.1670000","4.2500000","1.0000","1.0000"
"sympathy","3.2417000","3.0000000","0.4500","0.3000"
"symptoms","3.9334000","4.1250000","0.8000","0.8000"
"synch","2.3330000","2.5000000","0.0000","0.0000"
"syndrome","3.9165000","4.6875000","0.5000","1.0000"
"syria","4.1932400","4.4350000","0.5600","0.6000"
"syrian","4.1666000","4.4000000","0.5000","0.7000"
"syrians","6.0000000","6.0000000","1.0000","1.0000"
"syringe","3.3335000","6.3750000","0.5000","1.0000"
"system","3.3723617","3.4175532","0.4043","0.4255"
"systems","4.8333333","3.8750000","0.8333","0.3333"
"t","4.0036304","3.6902174","0.5217","0.5217"
"table","6.0835000","3.2500000","1.0000","0.5000"
"tablets","5.6670000","1.0000000","1.0000","0.0000"
"tabloid","3.1670000","3.6250000","0.0000","0.0000"
"tabs","1.0000000","2.8750000","0.0000","0.0000"
"tackle","3.6670000","4.1250000","0.0000","1.0000"
"tactic","1.8335000","4.9375000","0.0000","0.5000"
"tactics","2.8330000","4.0000000","0.0000","0.6667"
"tad","4.8330000","5.5000000","1.0000","1.0000"
"tag","4.3330000","5.0000000","1.0000","1.0000"
"tagged","3.5000000","3.6250000","0.0000","0.0000"
"tagline","5.0000000","4.1250000","1.0000","1.0000"
"tail","3.8335000","3.6250000","0.5000","0.5000"
"tailored","3.8330000","2.2500000","0.0000","0.0000"
"taiwan","3.4666000","3.3500000","0.4000","0.4000"
"taiwanese","6.3330000","5.8750000","1.0000","1.0000"
"take","3.6685618","3.9487360","0.4494","0.5562"
"take-away","2.8330000","5.3750000","0.0000","1.0000"
"taken","4.0762542","4.2182203","0.5932","0.6271"
"takeover","4.1665000","4.0000000","0.5000","0.5000"
"takes","3.3116087","3.4673913","0.3913","0.3913"
"taking","3.5181636","4.0931818","0.4545","0.5818"
"talall","3.1670000","3.2500000","0.0000","0.0000"
"talent","5.2780000","3.5416667","1.0000","0.6667"
"talented","6.3330000","4.2500000","1.0000","1.0000"
"talents","3.3330000","2.0000000","0.0000","0.0000"
"tales","5.3330000","4.0000000","1.0000","1.0000"
"talibaan","4.8330000","5.8750000","1.0000","1.0000"
"taliban","3.8890000","3.2500000","0.6667","0.5000"
"talk","3.9940000","3.3169643","0.4643","0.2857"
"talk-show","3.1670000","3.6250000","0.0000","0.0000"
"talked","3.2647647","3.1544118","0.4118","0.4118"
"talking","3.9999730","3.7871622","0.5946","0.5405"
"talks","3.8969048","3.8273810","0.5238","0.5238"
"tallent","5.6670000","5.7500000","1.0000","1.0000"
"tame","3.5000000","5.0000000","0.0000","1.0000"
"tammy","5.3330000","3.5000000","1.0000","0.0000"
"tampered","1.0000000","1.0000000","0.0000","0.0000"
"tanaka","4.0000000","3.7500000","1.0000","0.0000"
"tangible","1.0000000","6.2500000","0.0000","1.0000"
"tank","4.0835000","3.2500000","0.5000","0.5000"
"tanzania","4.6670000","4.3750000","1.0000","1.0000"
"tap","5.0000000","4.7500000","1.0000","0.5000"
"tape","3.7915000","5.1875000","0.5000","0.7500"
"tapes","1.0000000","1.0000000","0.0000","0.0000"
"tapped","7.0000000","7.0000000","1.0000","1.0000"
"tar","3.5000000","6.1250000","0.0000","1.0000"
"target","4.8333333","3.6458333","0.6667","0.3333"
"targeted","3.3333333","3.8750000","0.3333","0.3333"
"targeting","3.3333333","4.8333333","0.6667","0.6667"
"targets","4.8333333","4.8333333","0.6667","0.6667"
"targetting","6.0000000","7.0000000","1.0000","1.0000"
"tarred","7.0000000","7.0000000","1.0000","1.0000"
"taser","5.1670000","5.8750000","1.0000","1.0000"
"tasers","5.1670000","5.8750000","1.0000","1.0000"
"task","5.1665000","3.6250000","1.0000","0.5000"
"tasks","3.1670000","3.5000000","0.0000","0.0000"
"taught","3.1666000","3.7750000","0.4000","0.4000"
"tax","2.3542500","2.4218750","0.1250","0.2500"
"taxation","2.0000000","2.0000000","0.0000","0.0000"
"taxes","1.7082500","2.1562500","0.0000","0.2500"
"taxi","6.1670000","5.5000000","1.0000","1.0000"
"taxpayers","2.3335000","3.5625000","0.0000","0.5000"
"taylor","4.0000000","4.8750000","1.0000","1.0000"
"te","4.8330000","5.0000000","1.0000","1.0000"
"tea","4.8330000","4.5000000","1.0000","1.0000"
"teach","4.6904286","3.7857143","0.7143","0.5714"
"teached","3.3330000","7.0000000","0.0000","1.0000"
"teacher","2.5640769","4.4615385","0.2308","0.6923"
"teachers","3.0208750","3.9843750","0.5000","0.5000"
"teaches","3.6670000","3.8750000","0.0000","0.0000"
"teaching","3.2082500","3.8125000","0.5000","0.5000"
"team","4.3095714","3.9107143","0.7143","0.4286"
"teamed","3.1670000","3.3750000","0.0000","0.0000"
"teams","3.3335000","4.6250000","0.5000","0.5000"
"tear","3.4582500","3.7187500","0.2500","0.5000"
"tear-filled","5.5000000","5.8750000","1.0000","1.0000"
"tearfully","5.6670000","5.7500000","1.0000","1.0000"
"tearing","3.7780000","4.6666667","0.3333","1.0000"
"tears","5.4668000","5.5500000","1.0000","0.8000"
"tech","2.5000000","4.7500000","0.0000","0.5000"
"technical","3.5000000","3.5000000","0.0000","0.0000"
"technicians","1.0000000","6.2500000","0.0000","1.0000"
"techniques","7.0000000","1.8750000","1.0000","0.0000"
"techno","3.0000000","2.1250000","0.0000","0.0000"
"technological","2.5000000","2.6250000","0.5000","0.5000"
"technology","2.7291250","4.4062500","0.2500","0.7500"
"tedious","2.8330000","3.0000000","0.0000","0.0000"
"teen","1.0000000","1.0000000","0.0000","0.0000"
"teenage","3.9165000","4.6562500","0.5000","0.7500"
"teenager","5.1252500","3.4375000","0.7500","0.5000"
"teenagers","3.7000000","4.8250000","0.6000","0.8000"
"teens","4.9443333","4.1250000","1.0000","0.3333"
"teeth","2.6670000","1.0000000","0.0000","0.0000"
"teixeira","4.6670000","4.6250000","1.0000","1.0000"
"televesion","4.3330000","2.2500000","1.0000","0.0000"
"televised","5.6670000","5.7500000","1.0000","1.0000"
"television","4.2082500","3.6250000","0.5000","0.5000"
"tell","3.7427391","3.7744565","0.5217","0.4783"
"tellers","2.5000000","4.2500000","0.3333","0.6667"
"telling","3.5000909","3.6250000","0.4545","0.4545"
"tells","4.0556667","4.4583333","0.3333","0.6667"
"temperate","5.6670000","6.1250000","1.0000","1.0000"
"temperature","3.4393636","4.2386364","0.5455","0.7273"
"temperatures","4.3058333","5.2916667","0.5000","0.8333"
"temporary","4.1334000","4.1500000","0.8000","0.8000"
"temps","3.6113333","5.3333333","0.6667","1.0000"
"tempted","5.0000000","5.8750000","1.0000","1.0000"
"tempting","1.1670000","1.1250000","0.0000","0.0000"
"ten","3.5556667","4.4375000","0.5000","0.8333"
"tenant's","1.0000000","6.2500000","0.0000","1.0000"
"tend","2.9242727","3.2954545","0.3636","0.3636"
"tended","4.6670000","6.0000000","1.0000","1.0000"
"tendency","3.4582500","5.2187500","0.7500","1.0000"
"tender","6.1670000","5.5000000","1.0000","1.0000"
"tennessee","2.0000000","2.0000000","0.0000","0.0000"
"tens","3.1666667","2.5416667","0.3333","0.3333"
"tense","5.0000000","6.6250000","1.0000","1.0000"
"tensig","2.0000000","2.0000000","0.0000","0.0000"
"tensing","5.5000000","6.0000000","1.0000","1.0000"
"tension","2.5715714","3.3571429","0.2857","0.4286"
"tensions","3.9668000","4.6750000","0.4000","0.8000"
"tents","4.0000000","4.0000000","1.0000","1.0000"
"terence","7.0000000","7.0000000","1.0000","1.0000"
"term","3.1667273","2.9659091","0.5455","0.2727"
"terminal","2.5000000","6.1250000","0.0000","1.0000"
"terminology","2.5000000","3.2500000","0.0000","0.0000"
"terminus","5.3330000","5.5000000","1.0000","1.0000"
"terms","3.8666000","4.5500000","0.6000","0.6000"
"terrible","4.4176471","4.6191176","0.6941","0.7529"
"terribly","2.9334000","2.3250000","0.4000","0.0000"
"terrified","5.5000000","3.7083333","1.0000","0.6667"
"terrifying","4.1388333","4.2604167","0.6667","0.5000"
"territories","5.7500000","2.6250000","1.0000","0.5000"
"territory","4.2500000","4.3125000","1.0000","0.5000"
"terror","3.1444000","3.7333333","0.2667","0.5333"
"terrorism","2.3889333","3.3166667","0.2000","0.3333"
"terrorism-related","2.5000000","4.7500000","0.0000","1.0000"
"terrorist","3.0903333","3.6875000","0.2917","0.4583"
"terrorists","3.1052632","4.1644737","0.3158","0.5263"
"terrosist","6.0000000","3.1250000","1.0000","0.0000"
"terrosit","4.0000000","6.2500000","1.0000","1.0000"
"terry","5.6670000","3.0000000","1.0000","0.0000"
"test","3.1110000","2.7083333","0.3333","0.3333"
"tested","3.5000000","3.1785714","0.4286","0.4286"
"testified","5.5000000","6.0000000","1.0000","1.0000"
"testing","4.2334000","4.4250000","0.6000","0.6000"
"texas","2.3750000","3.1562500","0.2500","0.2500"
"text","3.3335000","3.3750000","0.5000","0.5000"
"text-wall","2.5000000","3.2500000","0.0000","0.0000"
"texted","5.1670000","3.7500000","1.0000","0.0000"
"texting","4.2220000","2.2916667","0.6667","0.3333"
"th","5.6670000","6.0000000","1.0000","1.0000"
"tha","5.6665000","5.6875000","1.0000","1.0000"
"thai","3.1665000","2.2500000","0.5000","0.0000"
"thailand","2.6665000","2.9375000","0.5000","0.5000"
"than","3.6566800","3.5708333","0.5333","0.4667"
"thank","2.7963333","4.1388889","0.3333","0.3333"
"thankful","3.8611667","3.2083333","0.8333","0.3333"
"thankfully","3.6388333","3.3750000","0.5000","0.5000"
"thanks","4.8542500","4.3125000","0.7500","0.7500"
"that","3.7116120","3.7722004","0.4922","0.4879"
"that's","3.4451974","2.9802632","0.4211","0.3421"
"that-shannen","5.5000000","5.8750000","1.0000","1.0000"
"thats","3.1665556","2.8194444","0.2222","0.2222"
"thatu","4.3330000","4.1250000","1.0000","1.0000"
"thawing","5.8330000","5.6250000","1.0000","1.0000"
"the","3.6959530","3.7391304","0.4900","0.4894"
"theat","3.0000000","3.1250000","0.0000","0.0000"
"thee","5.3330000","3.5000000","1.0000","0.0000"
"theey","4.6670000","5.1250000","1.0000","1.0000"
"theft","2.5000000","3.9375000","0.5000","0.5000"
"thehri","4.0000000","4.0000000","1.0000","1.0000"
"their","3.9764836","3.9920213","0.5474","0.5532"
"theirs","2.8330000","6.1250000","0.0000","1.0000"
"them","3.8361140","3.8990499","0.5154","0.5273"
"theme","4.5415000","3.7187500","0.7500","0.2500"
"themselves","3.4537222","3.6180556","0.4630","0.4630"
"then","3.4388417","3.6501799","0.4317","0.4604"
"then-husband's","4.5000000","4.7500000","1.0000","1.0000"
"theocracy","5.0000000","5.5000000","1.0000","1.0000"
"theoretic","4.1670000","3.8750000","1.0000","0.0000"
"therapy","4.2780000","4.9166667","0.6667","0.8333"
"there","3.5744812","3.7482877","0.4640","0.5017"
"there's","3.4929149","3.6356383","0.4255","0.4468"
"therefore","5.0000000","5.1250000","1.0000","1.0000"
"theres","6.0000000","4.7083333","1.0000","1.0000"
"these","3.9115403","4.0269550","0.5403","0.5355"
"they","3.8152186","3.8391577","0.5173","0.5102"
"they'd","1.0000000","1.0000000","0.0000","0.0000"
"they'll","3.0208750","3.8593750","0.2500","0.5000"
"they're","3.4620175","3.6184211","0.4737","0.4386"
"they've","4.0001111","3.4722222","0.5556","0.4444"
"theyll","4.8330000","4.7500000","1.0000","1.0000"
"theyre","3.5000000","2.5416667","0.6667","0.3333"
"thick","3.0835000","3.7500000","0.2500","0.5000"
"thier","2.3890000","3.0416667","0.3333","0.3333"
"thin","3.0835000","5.0000000","0.0000","1.0000"
"thing","3.3956763","3.5278777","0.4173","0.4676"
"thinga","4.8330000","3.1250000","1.0000","0.0000"
"things","3.5152391","3.6701087","0.4565","0.4696"
"thinj","4.8330000","3.3750000","1.0000","0.0000"
"think","3.5946215","3.6215054","0.4667","0.4366"
"think's","1.0000000","3.6250000","0.0000","0.0000"
"thinking","4.0242917","3.9947917","0.5833","0.5208"
"thinks","3.2620000","4.3392857","0.4286","0.7143"
"thiols","4.5000000","5.1250000","1.0000","1.0000"
"third","4.1025385","4.1057692","0.6923","0.6154"
"thirds","2.8330000","2.7500000","0.0000","0.0000"
"thirst","4.0000000","1.5000000","1.0000","0.0000"
"thirty","4.6663333","3.5416667","0.6667","0.3333"
"thirty-five-year","7.0000000","7.0000000","1.0000","1.0000"
"this","3.6315148","3.8160807","0.4818","0.5087"
"tho","1.1670000","1.3750000","0.0000","0.0000"
"thoght","7.0000000","7.0000000","1.0000","1.0000"
"thomas","4.1666667","4.3750000","0.6667","0.3333"
"thoose","5.5000000","1.0000000","1.0000","0.0000"
"thorough","3.8886667","4.2500000","0.6667","0.6667"
"thoroughly","2.9582500","3.5625000","0.2500","0.5000"
"thorton","5.4165000","4.7500000","1.0000","1.0000"
"those","4.0998077","3.9299451","0.5879","0.5275"
"though","3.5070957","3.2473404","0.4468","0.3617"
"thought","3.6799205","3.6264205","0.5000","0.4773"
"thoughtless","4.3330000","3.6250000","1.0000","0.0000"
"thoughtlessness","4.0000000","5.0000000","1.0000","1.0000"
"thoughts","4.0869565","3.7282609","0.6087","0.5217"
"thousand","5.2500000","4.5833333","0.8333","0.8333"
"thousands","4.0167000","4.2875000","0.4000","0.6000"
"threat","3.5392941","3.6691176","0.4706","0.5294"
"threaten","4.6670000","4.2500000","1.0000","1.0000"
"threatened","4.3167000","3.6125000","0.6000","0.5000"
"threatening","3.7778333","3.7916667","0.5000","0.5000"
"threatens","3.5000000","3.0000000","0.0000","0.0000"
"threathing","5.0000000","6.0000000","1.0000","1.0000"
"threats","3.4998333","4.0833333","0.3333","0.5000"
"three","3.8333438","3.8710938","0.4688","0.5625"
"threw","3.8752500","4.0625000","0.5000","0.7500"
"thrilled","2.6670000","1.0000000","0.0000","0.0000"
"thriller","4.5000000","4.7500000","1.0000","1.0000"
"thrive","3.0832500","2.7500000","0.5000","0.2500"
"thrived","2.8330000","4.5000000","0.0000","1.0000"
"thriving","4.1670000","2.5000000","1.0000","0.0000"
"throat","4.0835000","4.4375000","0.5000","1.0000"
"through","4.2080355","4.0824468","0.5887","0.5816"
"throughout","5.4582500","3.0937500","0.7500","0.2500"
"throw","2.1666250","2.3281250","0.1250","0.1250"
"throwing","3.3750000","3.5000000","0.5000","0.2500"
"thrown","2.8123750","2.4062500","0.3750","0.1250"
"throws","4.0000000","5.3750000","1.0000","1.0000"
"thula","3.5000000","4.0000000","0.0000","1.0000"
"thumb","7.0000000","7.0000000","1.0000","1.0000"
"thursday","4.3055000","4.5625000","0.8333","0.8333"
"thwart","4.0000000","5.6250000","1.0000","1.0000"
"ti","7.0000000","7.0000000","1.0000","1.0000"
"tickets","7.0000000","6.6250000","1.0000","1.0000"
"ticks","4.0000000","6.3750000","1.0000","1.0000"
"tide","3.1670000","1.5000000","0.0000","0.0000"
"tie","1.0000000","1.2500000","0.0000","0.0000"
"tied","3.0835000","3.0000000","0.5000","0.5000"
"ties","3.7780000","5.3333333","0.3333","1.0000"
"tiger","3.6390000","3.6666667","0.5000","0.5000"
"tigers","4.1002000","4.5000000","0.6000","0.8000"
"tight","7.0000000","5.2500000","1.0000","0.5000"
"tighter","5.7223333","5.0833333","1.0000","0.6667"
"tightly","1.0000000","7.0000000","0.0000","1.0000"
"til","1.0000000","5.5000000","0.0000","1.0000"
"till","4.3333750","3.7031250","0.5000","0.5000"
"tilting","4.8330000","6.3750000","1.0000","1.0000"
"time","3.5754353","3.4595905","0.4397","0.3966"
"timeline","3.1670000","3.2500000","0.0000","0.0000"
"timelines","3.1670000","3.2500000","0.0000","0.0000"
"timely","3.6670000","3.0000000","0.0000","0.0000"
"times","3.9028056","4.0138889","0.5833","0.5556"
"timeshare","3.8335000","4.0937500","0.5000","0.5000"
"timeshares","4.0002000","3.6750000","0.6000","0.4000"
"tiniest","3.6670000","3.8750000","0.0000","0.0000"
"tinnitus","2.3890000","1.6666667","0.3333","0.0000"
"tiny","3.7082500","3.5937500","0.7500","0.0000"
"tipped","6.0000000","5.6250000","1.0000","1.0000"
"tips","4.1670000","5.2500000","1.0000","1.0000"
"tiptoe","2.3330000","4.0000000","0.0000","1.0000"
"tired","2.2436154","3.2307692","0.1538","0.4615"
"tirelessly","5.5000000","5.6250000","1.0000","1.0000"
"tiring","1.0000000","4.5000000","0.0000","0.5000"
"title","2.5000000","1.3750000","0.5000","0.0000"
"titles","4.1670000","4.6250000","1.0000","1.0000"
"tmz","4.1670000","4.1250000","1.0000","1.0000"
"to","3.7266273","3.7603367","0.5009","0.4920"
"to-do","5.3330000","4.6250000","1.0000","1.0000"
"to-morrow","1.6670000","4.5000000","0.0000","1.0000"
"tobacco","1.3330000","1.0000000","0.0000","0.0000"
"today","3.6706190","3.5267857","0.4762","0.4762"
"today's","4.7778333","3.2916667","0.6667","0.3333"
"todays","4.0000000","6.2500000","1.0000","1.0000"
"toddlers","6.1666667","5.6666667","1.0000","1.0000"
"tog","5.8330000","5.6250000","1.0000","1.0000"
"together","4.1754474","3.8651316","0.5789","0.5263"
"toilet","3.9443333","4.3333333","0.3333","0.6667"
"told","4.0370667","3.9027778","0.5778","0.5556"
"tolerable","4.6670000","1.1250000","1.0000","0.0000"
"tolerant","1.1665000","1.0000000","0.0000","0.0000"
"tolerate","3.3330000","4.5000000","0.3333","0.3333"
"tolerated","4.7500000","3.9375000","1.0000","0.5000"
"tolerating","3.0000000","7.0000000","0.0000","1.0000"
"toll","5.4165000","3.3125000","1.0000","0.5000"
"tolls","4.5835000","5.4375000","1.0000","1.0000"
"tomatoes","5.6670000","4.6250000","1.0000","1.0000"
"tommorrow","4.0000000","5.1250000","1.0000","1.0000"
"tomorrow","5.0835000","5.3125000","1.0000","1.0000"
"ton","1.6665000","1.5000000","0.0000","0.0000"
"tone","4.1665000","4.6250000","0.5000","0.5000"
"tongue","7.0000000","1.0000000","1.0000","0.0000"
"tongue-in-cheek","3.0000000","1.5000000","0.0000","0.0000"
"tonight","5.3890000","4.8750000","1.0000","0.6667"
"tons","3.7963333","4.3611111","0.5556","0.6667"
"too","3.6552397","3.7131849","0.4589","0.4932"
"took","3.7888667","3.8500000","0.4333","0.5000"
"tool","1.0000000","6.7500000","0.0000","1.0000"
"tools","2.7223333","2.2500000","0.0000","0.3333"
"tooth","5.3330000","2.3750000","1.0000","0.0000"
"top","4.2261429","3.9196429","0.6429","0.5714"
"top-rated","3.3330000","2.0000000","0.0000","0.0000"
"topic","3.4167500","2.1562500","0.2500","0.0000"
"topic-driven","3.1670000","3.6250000","0.0000","0.0000"
"topics","3.7776667","4.0000000","0.3333","0.6667"
"topless","3.0832500","2.2187500","0.5000","0.2500"
"tormented","3.3330000","5.3750000","0.0000","1.0000"
"torn","3.9697273","4.2386364","0.6364","0.5455"
"tornado","4.5000000","1.0000000","1.0000","0.0000"
"torture","3.4374375","4.6171875","0.4375","0.7500"
"tortured","3.4834000","4.4125000","0.4000","0.7000"
"torturing","3.2082500","4.3125000","0.2500","0.7500"
"toss","3.6670000","3.7500000","0.0000","0.0000"
"tot","4.1670000","5.2500000","1.0000","1.0000"
"total","4.2778889","3.5416667","0.6667","0.5556"
"totally","3.4411176","4.1397059","0.4118","0.5882"
"touch","4.3890000","4.9166667","0.6667","0.6667"
"touched","6.0831667","3.6250000","1.0000","0.5000"
"touching","4.5415000","3.6875000","0.5000","0.5000"
"tough","4.5128462","3.5769231","0.6923","0.3077"
"toughest","4.8330000","5.3750000","1.0000","1.0000"
"toughie","5.3335000","3.5625000","1.0000","0.5000"
"toughie's","6.0000000","6.0000000","1.0000","1.0000"
"tour","3.1670000","4.7500000","0.0000","1.0000"
"tourism","6.0000000","5.6250000","1.0000","1.0000"
"tourist","3.3330000","3.5000000","0.0000","0.0000"
"toward","2.7778333","3.3125000","0.3333","0.3333"
"towards","4.1857714","3.8750000","0.6000","0.5429"
"town","5.3333636","4.5909091","0.9091","0.7273"
"town's","1.0000000","1.0000000","0.0000","0.0000"
"towns","5.2917500","4.3125000","1.0000","0.7500"
"towrds","1.0000000","1.0000000","0.0000","0.0000"
"toxic","3.6110000","3.0833333","0.3333","0.6667"
"toxicology","1.0000000","1.0000000","0.0000","0.0000"
"toy","1.0000000","1.0000000","0.0000","0.0000"
"toys","3.1670000","4.0000000","0.0000","1.0000"
"traces","4.6670000","4.8750000","1.0000","1.0000"
"track","3.8610000","3.6666667","0.3333","0.5000"
"tracked","1.0000000","1.0000000","0.0000","0.0000"
"tracking","4.9446667","4.7916667","1.0000","1.0000"
"tracks","4.1110000","5.0000000","0.3333","0.6667"
"tract","4.5000000","1.1250000","1.0000","0.0000"
"trade","3.8750000","4.1250000","0.6250","0.6250"
"traded","7.0000000","7.0000000","1.0000","1.0000"
"trades","4.8330000","2.2500000","1.0000","0.0000"
"trading","3.1110000","3.0833333","0.3333","0.3333"
"traditional","3.1334000","4.2750000","0.6000","0.6000"
"traditionally","5.1670000","6.2500000","1.0000","1.0000"
"traditions","4.7500000","3.6250000","1.0000","0.5000"
"traffic","3.4165000","3.6250000","0.5000","0.5000"
"traffickers","2.1665000","3.1875000","0.0000","0.5000"
"trafficking","5.3330000","5.0000000","1.0000","1.0000"
"traffiking","4.0000000","3.7500000","1.0000","0.0000"
"tragedies","4.8332857","4.6607143","0.8571","0.5714"
"tragedy","4.4798182","4.5909091","0.6667","0.7576"
"tragic","4.2702162","4.3513514","0.5676","0.5946"
"tragically","5.2500000","2.9375000","1.0000","0.5000"
"trail","3.4443333","2.9583333","0.3333","0.3333"
"trailed","4.5000000","4.7500000","1.0000","1.0000"
"trailer","3.2500000","4.5937500","0.2500","0.7500"
"trailers","4.0000000","4.0000000","1.0000","1.0000"
"trails","5.3330000","5.3750000","1.0000","0.5000"
"train","3.5595000","4.4553571","0.4286","0.6429"
"trained","2.9165000","3.4375000","0.0000","0.5000"
"trainers","3.0000000","5.0000000","0.0000","1.0000"
"training","5.5237143","4.3214286","1.0000","0.5714"
"trains","6.3330000","5.8750000","1.0000","1.0000"
"transfer","1.6670000","1.0000000","0.0000","0.0000"
"transfered","3.3330000","4.1250000","0.0000","1.0000"
"transforming","5.8330000","5.5000000","1.0000","1.0000"
"transgender","3.5835000","2.4375000","0.5000","0.0000"
"transit","5.5000000","6.0000000","1.0000","1.0000"
"translates","5.0000000","4.0000000","1.0000","1.0000"
"transmitted","1.0000000","1.5000000","0.0000","0.0000"
"transparent","3.8333333","4.2916667","0.6667","0.6667"
"transpire","2.6665000","1.6250000","0.5000","0.0000"
"transpired","4.2500000","4.3750000","0.5000","0.5000"
"transportation","3.2500000","3.4375000","0.5000","0.5000"
"transported","4.3330000","2.8750000","1.0000","0.0000"
"transporting","5.5000000","5.5000000","1.0000","1.0000"
"trapped","3.8333333","3.5555556","0.4444","0.5556"
"traps","1.1670000","2.5000000","0.0000","0.0000"
"trash","3.0556667","3.5833333","0.3333","0.3333"
"trashy","1.0000000","1.0000000","0.0000","0.0000"
"trauma","4.3500000","4.9875000","0.6000","0.7000"
"traumatic","5.3888333","2.7291667","0.8333","0.3333"
"traumatising","6.1670000","6.0000000","1.0000","1.0000"
"traumatized","3.3886667","4.3750000","0.3333","0.6667"
"travel","4.6191429","4.0000000","0.5714","0.5714"
"traveled","4.1666667","4.1666667","0.6667","0.6667"
"traveler's","7.0000000","6.1250000","1.0000","1.0000"
"traveling","4.6875000","5.2187500","0.6250","0.8750"
"travesty","5.0000000","4.5000000","1.0000","1.0000"
"treason","3.1670000","3.6250000","0.0000","0.0000"
"treat","4.0833000","4.0000000","0.6000","0.5500"
"treated","4.5611000","4.1791667","0.6667","0.6333"
"treating","3.4628889","5.3888889","0.3333","0.8889"
"treatment","3.9271250","4.0156250","0.5000","0.5625"
"treatments","5.3330000","1.6250000","1.0000","0.0000"
"treats","7.0000000","7.0000000","1.0000","1.0000"
"treaty","2.4446667","2.9166667","0.3333","0.3333"
"tree","5.2776667","5.8333333","1.0000","1.0000"
"trees","3.6364545","4.1818182","0.4545","0.6364"
"tremendous","3.0556667","3.4166667","0.3333","0.3333"
"tremendously","3.2500000","1.7500000","0.5000","0.0000"
"trend","2.4585000","1.5625000","0.2500","0.0000"
